minCharge,chargeDispRate,initCharge,vehicleNum,vehicleType,initSpeed
0,24,600,1602,PlugInEV,1
0,24,600,1604,OnlineEV,1
0,24,600,1606,PlugInEV,1
0,24,600,1608,OnlineEV,1
0,24,600,1610,PlugInEV,1
0,24,600,1612,OnlineEV,1
0,24,600,1614,PlugInEV,1
0,24,600,1616,OnlineEV,1
0,24,600,1618,PlugInEV,1
0,24,600,1620,OnlineEV,1
0,24,600,1622,PlugInEV,1
0,24,600,1624,OnlineEV,1
0,24,600,1626,PlugInEV,1
0,24,600,1628,OnlineEV,1
0,24,600,1630,PlugInEV,1
0,24,600,1632,OnlineEV,1
0,24,600,1634,PlugInEV,1
0,24,600,1636,OnlineEV,1
0,24,600,1638,PlugInEV,1
0,24,600,1640,OnlineEV,1
0,24,600,1642,PlugInEV,1
0,24,600,1644,OnlineEV,1
0,24,600,1646,PlugInEV,1
0,24,600,1648,OnlineEV,1
0,24,600,1650,PlugInEV,1
0,24,600,1652,OnlineEV,1
0,24,600,1654,PlugInEV,1
0,24,600,1656,OnlineEV,1
0,24,600,1658,PlugInEV,1
0,24,600,1660,OnlineEV,1
0,24,600,1662,PlugInEV,1
0,24,600,1664,OnlineEV,1
0,24,600,1666,PlugInEV,1
0,24,600,1668,OnlineEV,1
0,24,600,1670,PlugInEV,1
0,24,600,1672,OnlineEV,1
0,24,600,1674,PlugInEV,1
0,24,600,1676,OnlineEV,1
0,24,600,1678,PlugInEV,1
0,24,600,1680,OnlineEV,1
0,24,600,1682,PlugInEV,1
0,24,600,1684,OnlineEV,1
0,24,600,1686,PlugInEV,1
0,24,600,1688,OnlineEV,1
0,24,600,1690,PlugInEV,1
0,24,600,1692,OnlineEV,1
0,24,600,1694,PlugInEV,1
0,24,600,1696,OnlineEV,1
0,24,600,1698,PlugInEV,1
0,24,600,1700,OnlineEV,1
0,24,600,1702,PlugInEV,1
0,24,600,1704,OnlineEV,1
0,24,600,1706,PlugInEV,1
0,24,600,1708,OnlineEV,1
0,24,600,1710,PlugInEV,1
0,24,600,1712,OnlineEV,1
0,24,600,1714,PlugInEV,1
0,24,600,1716,OnlineEV,1
0,24,600,1718,PlugInEV,1
0,24,600,1720,OnlineEV,1
0,24,600,1722,PlugInEV,1
0,24,600,1724,OnlineEV,1
0,24,600,1726,PlugInEV,1
0,24,600,1728,OnlineEV,1
0,24,600,1730,PlugInEV,1
0,24,600,1732,OnlineEV,1
0,24,600,1734,PlugInEV,1
0,24,600,1736,OnlineEV,1
0,24,600,1738,PlugInEV,1
0,24,600,1740,OnlineEV,1
0,24,600,1742,PlugInEV,1
0,24,600,1744,OnlineEV,1
0,24,600,1746,PlugInEV,1
0,24,600,1748,OnlineEV,1
0,24,600,1750,PlugInEV,1
0,24,600,1752,OnlineEV,1
0,24,600,1754,PlugInEV,1
0,24,600,1756,OnlineEV,1
0,24,600,1758,PlugInEV,1
0,24,600,1760,OnlineEV,1
0,24,600,1762,PlugInEV,1
0,24,600,1764,OnlineEV,1
0,24,600,1766,PlugInEV,1
0,24,600,1768,OnlineEV,1
0,24,600,1770,PlugInEV,1
0,24,600,1772,OnlineEV,1
0,24,600,1774,PlugInEV,1
0,24,600,1776,OnlineEV,1
0,24,600,1778,PlugInEV,1
0,24,600,1780,OnlineEV,1
0,24,600,1782,PlugInEV,1
0,24,600,1784,OnlineEV,1
0,24,600,1786,PlugInEV,1
0,24,600,1788,OnlineEV,1
0,24,600,1790,PlugInEV,1
0,24,600,1792,OnlineEV,1
0,24,600,1794,PlugInEV,1
0,24,600,1796,OnlineEV,1
0,24,600,1798,PlugInEV,1
0,24,600,1800,OnlineEV,1
0,24,600,1802,PlugInEV,1
0,24,600,1804,OnlineEV,1
0,24,600,1806,PlugInEV,1
0,24,600,1808,OnlineEV,1
0,24,600,1810,PlugInEV,1
0,24,600,1812,OnlineEV,1
0,24,600,1814,PlugInEV,1
0,24,600,1816,OnlineEV,1
0,24,600,1818,PlugInEV,1
0,24,600,1820,OnlineEV,1
0,24,600,1822,PlugInEV,1
0,24,600,1824,OnlineEV,1
0,24,600,1826,PlugInEV,1
0,24,600,1828,OnlineEV,1
0,24,600,1830,PlugInEV,1
0,24,600,1832,OnlineEV,1
0,24,600,1834,PlugInEV,1
0,24,600,1836,OnlineEV,1
0,24,600,1838,PlugInEV,1
0,24,600,1840,OnlineEV,1
0,24,600,1842,PlugInEV,1
0,24,600,1844,OnlineEV,1
0,24,600,1846,PlugInEV,1
0,24,600,1848,OnlineEV,1
0,24,600,1850,PlugInEV,1
0,24,600,1852,OnlineEV,1
0,24,600,1854,PlugInEV,1
0,24,600,1856,OnlineEV,1
0,24,600,1858,PlugInEV,1
0,24,600,1860,OnlineEV,1
0,24,600,1862,PlugInEV,1
0,24,600,1864,OnlineEV,1
0,24,600,1866,PlugInEV,1
0,24,600,1868,OnlineEV,1
0,24,600,1870,PlugInEV,1
0,24,600,1872,OnlineEV,1
0,24,600,1874,PlugInEV,1
0,24,600,1876,OnlineEV,1
0,24,600,1878,PlugInEV,1
0,24,600,1880,OnlineEV,1
0,24,600,1882,PlugInEV,1
0,24,600,1884,OnlineEV,1
0,24,600,1886,PlugInEV,1
0,24,600,1888,OnlineEV,1
0,24,600,1890,PlugInEV,1
0,24,600,1892,OnlineEV,1
0,24,600,1894,PlugInEV,1
0,24,600,1896,OnlineEV,1
0,24,600,1898,PlugInEV,1
0,24,600,1900,OnlineEV,1
0,24,600,1902,PlugInEV,1
0,24,600,1904,OnlineEV,1
0,24,600,1906,PlugInEV,1
0,24,600,1908,OnlineEV,1
0,24,600,1910,PlugInEV,1
0,24,600,1912,OnlineEV,1
0,24,600,1914,PlugInEV,1
0,24,600,1916,OnlineEV,1
0,24,600,1918,PlugInEV,1
0,24,600,1920,OnlineEV,1
0,24,600,1922,PlugInEV,1
0,24,600,1924,OnlineEV,1
0,24,600,1926,PlugInEV,1
0,24,600,1928,OnlineEV,1
0,24,600,1930,PlugInEV,1
0,24,600,1932,OnlineEV,1
0,24,600,1934,PlugInEV,1
0,24,600,1936,OnlineEV,1
0,24,600,1938,PlugInEV,1
0,24,600,1940,OnlineEV,1
0,24,600,1942,PlugInEV,1
0,24,600,1944,OnlineEV,1
0,24,600,1946,PlugInEV,1
0,24,600,1948,OnlineEV,1
0,24,600,1950,PlugInEV,1
0,24,600,1952,OnlineEV,1
0,24,600,1954,PlugInEV,1
0,24,600,1956,OnlineEV,1
0,24,600,1958,PlugInEV,1
0,24,600,1960,OnlineEV,1
0,24,600,1962,PlugInEV,1
0,24,600,1964,OnlineEV,1
0,24,600,1966,PlugInEV,1
0,24,600,1968,OnlineEV,1
0,24,600,1970,PlugInEV,1
0,24,600,1972,OnlineEV,1
0,24,600,1974,PlugInEV,1
0,24,600,1976,OnlineEV,1
0,24,600,1978,PlugInEV,1
0,24,600,1980,OnlineEV,1
0,24,600,1982,PlugInEV,1
0,24,600,1984,OnlineEV,1
0,24,600,1986,PlugInEV,1
0,24,600,1988,OnlineEV,1
0,24,600,1990,PlugInEV,1
0,24,600,1992,OnlineEV,1
0,24,600,1994,PlugInEV,1
0,24,600,1996,OnlineEV,1
0,24,600,1998,PlugInEV,1
0,24,600,2000,OnlineEV,1
0,24,600,2002,PlugInEV,1
0,24,600,2004,OnlineEV,1
0,24,600,2006,PlugInEV,1
0,24,600,2008,OnlineEV,1
0,24,600,2010,PlugInEV,1
0,24,600,2012,OnlineEV,1
0,24,600,2014,PlugInEV,1
0,24,600,2016,OnlineEV,1
0,24,600,2018,PlugInEV,1
0,24,600,2020,OnlineEV,1
0,24,600,2022,PlugInEV,1
0,24,600,2024,OnlineEV,1
0,24,600,2026,PlugInEV,1
0,24,600,2028,OnlineEV,1
0,24,600,2030,PlugInEV,1
0,24,600,2032,OnlineEV,1
0,24,600,2034,PlugInEV,1
0,24,600,2036,OnlineEV,1
0,24,600,2038,PlugInEV,1
0,24,600,2040,OnlineEV,1
0,24,600,2042,PlugInEV,1
0,24,600,2044,OnlineEV,1
0,24,600,2046,PlugInEV,1
0,24,600,2048,OnlineEV,1
0,24,600,2050,PlugInEV,1
0,24,600,2052,OnlineEV,1
0,24,600,2054,PlugInEV,1
0,24,600,2056,OnlineEV,1
0,24,600,2058,PlugInEV,1
0,24,600,2060,OnlineEV,1
0,24,600,2062,PlugInEV,1
0,24,600,2064,OnlineEV,1
0,24,600,2066,PlugInEV,1
0,24,600,2068,OnlineEV,1
0,24,600,2070,PlugInEV,1
0,24,600,2072,OnlineEV,1
0,24,600,2074,PlugInEV,1
0,24,600,2076,OnlineEV,1
0,24,600,2078,PlugInEV,1
0,24,600,2080,OnlineEV,1
0,24,600,2082,PlugInEV,1
0,24,600,2084,OnlineEV,1
0,24,600,2086,PlugInEV,1
0,24,600,2088,OnlineEV,1
0,24,600,2090,PlugInEV,1
0,24,600,2092,OnlineEV,1
0,24,600,2094,PlugInEV,1
0,24,600,2096,OnlineEV,1
0,24,600,2098,PlugInEV,1
0,24,600,2100,OnlineEV,1
0,24,600,2102,PlugInEV,1
0,24,600,2104,OnlineEV,1
0,24,600,2106,PlugInEV,1
0,24,600,2108,OnlineEV,1
0,24,600,2110,PlugInEV,1
0,24,600,2112,OnlineEV,1
0,24,600,2114,PlugInEV,1
0,24,600,2116,OnlineEV,1
0,24,600,2118,PlugInEV,1
0,24,600,2120,OnlineEV,1
0,24,600,2122,PlugInEV,1
0,24,600,2124,OnlineEV,1
0,24,600,2126,PlugInEV,1
0,24,600,2128,OnlineEV,1
0,24,600,2130,PlugInEV,1
0,24,600,2132,OnlineEV,1
0,24,600,2134,PlugInEV,1
0,24,600,2136,OnlineEV,1
0,24,600,2138,PlugInEV,1
0,24,600,2140,OnlineEV,1
0,24,600,2142,PlugInEV,1
0,24,600,2144,OnlineEV,1
0,24,600,2146,PlugInEV,1
0,24,600,2148,OnlineEV,1
0,24,600,2150,PlugInEV,1
0,24,600,2152,OnlineEV,1
0,24,600,2154,PlugInEV,1
0,24,600,2156,OnlineEV,1
0,24,600,2158,PlugInEV,1
0,24,600,2160,OnlineEV,1
0,24,600,2162,PlugInEV,1
0,24,600,2164,OnlineEV,1
0,24,600,2166,PlugInEV,1
0,24,600,2168,OnlineEV,1
0,24,600,2170,PlugInEV,1
0,24,600,2172,OnlineEV,1
0,24,600,2174,PlugInEV,1
0,24,600,2176,OnlineEV,1
0,24,600,2178,PlugInEV,1
0,24,600,2180,OnlineEV,1
0,24,600,2182,PlugInEV,1
0,24,600,2184,OnlineEV,1
0,24,600,2186,PlugInEV,1
0,24,600,2188,OnlineEV,1
0,24,600,2190,PlugInEV,1
0,24,600,2192,OnlineEV,1
0,24,600,2194,PlugInEV,1
0,24,600,2196,OnlineEV,1
0,24,600,2198,PlugInEV,1
0,24,600,2200,OnlineEV,1
0,24,600,2202,PlugInEV,1
0,24,600,2204,OnlineEV,1
0,24,600,2206,PlugInEV,1
0,24,600,2208,OnlineEV,1
0,24,600,2210,PlugInEV,1
0,24,600,2212,OnlineEV,1
0,24,600,2214,PlugInEV,1
0,24,600,2216,OnlineEV,1
0,24,600,2218,PlugInEV,1
0,24,600,2220,OnlineEV,1
0,24,600,2222,PlugInEV,1
0,24,600,2224,OnlineEV,1
0,24,600,2226,PlugInEV,1
0,24,600,2228,OnlineEV,1
0,24,600,2230,PlugInEV,1
0,24,600,2232,OnlineEV,1
0,24,600,2234,PlugInEV,1
0,24,600,2236,OnlineEV,1
0,24,600,2238,PlugInEV,1
0,24,600,2240,OnlineEV,1
0,24,600,2242,PlugInEV,1
0,24,600,2244,OnlineEV,1
0,24,600,2246,PlugInEV,1
0,24,600,2248,OnlineEV,1
0,24,600,2250,PlugInEV,1
0,24,600,2252,OnlineEV,1
0,24,600,2254,PlugInEV,1
0,24,600,2256,OnlineEV,1
0,24,600,2258,PlugInEV,1
0,24,600,2260,OnlineEV,1
0,24,600,2262,PlugInEV,1
0,24,600,2264,OnlineEV,1
0,24,600,2266,PlugInEV,1
0,24,600,2268,OnlineEV,1
0,24,600,2270,PlugInEV,1
0,24,600,2272,OnlineEV,1
0,24,600,2274,PlugInEV,1
0,24,600,2276,OnlineEV,1
0,24,600,2278,PlugInEV,1
0,24,600,2280,OnlineEV,1
0,24,600,2282,PlugInEV,1
0,24,600,2284,OnlineEV,1
0,24,600,2286,PlugInEV,1
0,24,600,2288,OnlineEV,1
0,24,600,2290,PlugInEV,1
0,24,600,2292,OnlineEV,1
0,24,600,2294,PlugInEV,1
0,24,600,2296,OnlineEV,1
0,24,600,2298,PlugInEV,1
0,24,600,2300,OnlineEV,1
0,24,600,2302,PlugInEV,1
0,24,600,2304,OnlineEV,1
0,24,600,2306,PlugInEV,1
0,24,600,2308,OnlineEV,1
0,24,600,2310,PlugInEV,1
0,24,600,2312,OnlineEV,1
0,24,600,2314,PlugInEV,1
0,24,600,2316,OnlineEV,1
0,24,600,2318,PlugInEV,1
0,24,600,2320,OnlineEV,1
0,24,600,2322,PlugInEV,1
0,24,600,2324,OnlineEV,1
0,24,600,2326,PlugInEV,1
0,24,600,2328,OnlineEV,1
0,24,600,2330,PlugInEV,1
0,24,600,2332,OnlineEV,1
0,24,600,2334,PlugInEV,1
0,24,600,2336,OnlineEV,1
0,24,600,2338,PlugInEV,1
0,24,600,2340,OnlineEV,1
0,24,600,2342,PlugInEV,1
0,24,600,2344,OnlineEV,1
0,24,600,2346,PlugInEV,1
0,24,600,2348,OnlineEV,1
0,24,600,2350,PlugInEV,1
0,24,600,2352,OnlineEV,1
0,24,600,2354,PlugInEV,1
0,24,600,2356,OnlineEV,1
0,24,600,2358,PlugInEV,1
0,24,600,2360,OnlineEV,1
0,24,600,2362,PlugInEV,1
0,24,600,2364,OnlineEV,1
0,24,600,2366,PlugInEV,1
0,24,600,2368,OnlineEV,1
0,24,600,2370,PlugInEV,1
0,24,600,2372,OnlineEV,1
0,24,600,2374,PlugInEV,1
0,24,600,2376,OnlineEV,1
0,24,600,2378,PlugInEV,1
0,24,600,2380,OnlineEV,1
0,24,600,2382,PlugInEV,1
0,24,600,2384,OnlineEV,1
0,24,600,2386,PlugInEV,1
0,24,600,2388,OnlineEV,1
0,24,600,2390,PlugInEV,1
0,24,600,2392,OnlineEV,1
0,24,600,2394,PlugInEV,1
0,24,600,2396,OnlineEV,1
0,24,600,2398,PlugInEV,1
0,24,600,2400,OnlineEV,1
0,24,600,2402,PlugInEV,1
0,24,600,2404,OnlineEV,1
0,24,600,2406,PlugInEV,1
0,24,600,2408,OnlineEV,1
0,24,600,2410,PlugInEV,1
0,24,600,2412,OnlineEV,1
0,24,600,2414,PlugInEV,1
0,24,600,2416,OnlineEV,1
0,24,600,2418,PlugInEV,1
0,24,600,2420,OnlineEV,1
0,24,600,2422,PlugInEV,1
0,24,600,2424,OnlineEV,1
0,24,600,2426,PlugInEV,1
0,24,600,2428,OnlineEV,1
0,24,600,2430,PlugInEV,1
0,24,600,2432,OnlineEV,1
0,24,600,2434,PlugInEV,1
0,24,600,2436,OnlineEV,1
0,24,600,2438,PlugInEV,1
0,24,600,2440,OnlineEV,1
0,24,600,2442,PlugInEV,1
0,24,600,2444,OnlineEV,1
0,24,600,2446,PlugInEV,1
0,24,600,2448,OnlineEV,1
0,24,600,2450,PlugInEV,1
0,24,600,2452,OnlineEV,1
0,24,600,2454,PlugInEV,1
0,24,600,2456,OnlineEV,1
0,24,600,2458,PlugInEV,1
0,24,600,2460,OnlineEV,1
0,24,600,2462,PlugInEV,1
0,24,600,2464,OnlineEV,1
0,24,600,2466,PlugInEV,1
0,24,600,2468,OnlineEV,1
0,24,600,2470,PlugInEV,1
0,24,600,2472,OnlineEV,1
0,24,600,2474,PlugInEV,1
0,24,600,2476,OnlineEV,1
0,24,600,2478,PlugInEV,1
0,24,600,2480,OnlineEV,1
0,24,600,2482,PlugInEV,1
0,24,600,2484,OnlineEV,1
0,24,600,2486,PlugInEV,1
0,24,600,2488,OnlineEV,1
0,24,600,2490,PlugInEV,1
0,24,600,2492,OnlineEV,1
0,24,600,2494,PlugInEV,1
0,24,600,2496,OnlineEV,1
0,24,600,2498,PlugInEV,1
0,24,600,2500,OnlineEV,1
0,24,600,2502,PlugInEV,1
0,24,600,2504,OnlineEV,1
0,24,600,2506,PlugInEV,1
0,24,600,2508,OnlineEV,1
0,24,600,2510,PlugInEV,1
0,24,600,2512,OnlineEV,1
0,24,600,2514,PlugInEV,1
0,24,600,2516,OnlineEV,1
0,24,600,2518,PlugInEV,1
0,24,600,2520,OnlineEV,1
0,24,600,2522,PlugInEV,1
0,24,600,2524,OnlineEV,1
0,24,600,2526,PlugInEV,1
0,24,600,2528,OnlineEV,1
0,24,600,2530,PlugInEV,1
0,24,600,2532,OnlineEV,1
0,24,600,2534,PlugInEV,1
0,24,600,2536,OnlineEV,1
0,24,600,2538,PlugInEV,1
0,24,600,2540,OnlineEV,1
0,24,600,2542,PlugInEV,1
0,24,600,2544,OnlineEV,1
0,24,600,2546,PlugInEV,1
0,24,600,2548,OnlineEV,1
0,24,600,2550,PlugInEV,1
0,24,600,2552,OnlineEV,1
0,24,600,2554,PlugInEV,1
0,24,600,2556,OnlineEV,1
0,24,600,2558,PlugInEV,1
0,24,600,2560,OnlineEV,1
0,24,600,2562,PlugInEV,1
0,24,600,2564,OnlineEV,1
0,24,600,2566,PlugInEV,1
0,24,600,2568,OnlineEV,1
0,24,600,2570,PlugInEV,1
0,24,600,2572,OnlineEV,1
0,24,600,2574,PlugInEV,1
0,24,600,2576,OnlineEV,1
0,24,600,2578,PlugInEV,1
0,24,600,2580,OnlineEV,1
0,24,600,2582,PlugInEV,1
0,24,600,2584,OnlineEV,1
0,24,600,2586,PlugInEV,1
0,24,600,2588,OnlineEV,1
0,24,600,2590,PlugInEV,1
0,24,600,2592,OnlineEV,1
0,24,600,2594,PlugInEV,1
0,24,600,2596,OnlineEV,1
0,24,600,2598,PlugInEV,1
0,24,600,2600,OnlineEV,1
0,24,600,2602,PlugInEV,1
0,24,600,2604,OnlineEV,1
0,24,600,2606,PlugInEV,1
0,24,600,2608,OnlineEV,1
0,24,600,2610,PlugInEV,1
0,24,600,2612,OnlineEV,1
0,24,600,2614,PlugInEV,1
0,24,600,2616,OnlineEV,1
0,24,600,2618,PlugInEV,1
0,24,600,2620,OnlineEV,1
0,24,600,2622,PlugInEV,1
0,24,600,2624,OnlineEV,1
0,24,600,2626,PlugInEV,1
0,24,600,2628,OnlineEV,1
0,24,600,2630,PlugInEV,1
0,24,600,2632,OnlineEV,1
0,24,600,2634,PlugInEV,1
0,24,600,2636,OnlineEV,1
0,24,600,2638,PlugInEV,1
0,24,600,2640,OnlineEV,1
0,24,600,2642,PlugInEV,1
0,24,600,2644,OnlineEV,1
0,24,600,2646,PlugInEV,1
0,24,600,2648,OnlineEV,1
0,24,600,2650,PlugInEV,1
0,24,600,2652,OnlineEV,1
0,24,600,2654,PlugInEV,1
0,24,600,2656,OnlineEV,1
0,24,600,2658,PlugInEV,1
0,24,600,2660,OnlineEV,1
0,24,600,2662,PlugInEV,1
0,24,600,2664,OnlineEV,1
0,24,600,2666,PlugInEV,1
0,24,600,2668,OnlineEV,1
0,24,600,2670,PlugInEV,1
0,24,600,2672,OnlineEV,1
0,24,600,2674,PlugInEV,1
0,24,600,2676,OnlineEV,1
0,24,600,2678,PlugInEV,1
0,24,600,2680,OnlineEV,1
0,24,600,2682,PlugInEV,1
0,24,600,2684,OnlineEV,1
0,24,600,2686,PlugInEV,1
0,24,600,2688,OnlineEV,1
0,24,600,2690,PlugInEV,1
0,24,600,2692,OnlineEV,1
0,24,600,2694,PlugInEV,1
0,24,600,2696,OnlineEV,1
0,24,600,2698,PlugInEV,1
0,24,600,2700,OnlineEV,1
0,24,600,2702,PlugInEV,1
0,24,600,2704,OnlineEV,1
0,24,600,2706,PlugInEV,1
0,24,600,2708,OnlineEV,1
0,24,600,2710,PlugInEV,1
0,24,600,2712,OnlineEV,1
0,24,600,2714,PlugInEV,1
0,24,600,2716,OnlineEV,1
0,24,600,2718,PlugInEV,1
0,24,600,2720,OnlineEV,1
0,24,600,2722,PlugInEV,1
0,24,600,2724,OnlineEV,1
0,24,600,2726,PlugInEV,1
0,24,600,2728,OnlineEV,1
0,24,600,2730,PlugInEV,1
0,24,600,2732,OnlineEV,1
0,24,600,2734,PlugInEV,1
0,24,600,2736,OnlineEV,1
0,24,600,2738,PlugInEV,1
0,24,600,2740,OnlineEV,1
0,24,600,2742,PlugInEV,1
0,24,600,2744,OnlineEV,1
0,24,600,2746,PlugInEV,1
0,24,600,2748,OnlineEV,1
0,24,600,2750,PlugInEV,1
0,24,600,2752,OnlineEV,1
0,24,600,2754,PlugInEV,1
0,24,600,2756,OnlineEV,1
0,24,600,2758,PlugInEV,1
0,24,600,2760,OnlineEV,1
0,24,600,2762,PlugInEV,1
0,24,600,2764,OnlineEV,1
0,24,600,2766,PlugInEV,1
0,24,600,2768,OnlineEV,1
0,24,600,2770,PlugInEV,1
0,24,600,2772,OnlineEV,1
0,24,600,2774,PlugInEV,1
0,24,600,2776,OnlineEV,1
0,24,600,2778,PlugInEV,1
0,24,600,2780,OnlineEV,1
0,24,600,2782,PlugInEV,1
0,24,600,2784,OnlineEV,1
0,24,600,2786,PlugInEV,1
0,24,600,2788,OnlineEV,1
0,24,600,2790,PlugInEV,1
0,24,600,2792,OnlineEV,1
0,24,600,2794,PlugInEV,1
0,24,600,2796,OnlineEV,1
0,24,600,2798,PlugInEV,1
0,24,600,2800,OnlineEV,1
0,24,600,2802,PlugInEV,1
0,24,600,2804,OnlineEV,1
0,24,600,2806,PlugInEV,1
0,24,600,2808,OnlineEV,1
0,24,600,2810,PlugInEV,1
0,24,600,2812,OnlineEV,1
0,24,600,2814,PlugInEV,1
0,24,600,2816,OnlineEV,1
0,24,600,2818,PlugInEV,1
0,24,600,2820,OnlineEV,1
0,24,600,2822,PlugInEV,1
0,24,600,2824,OnlineEV,1
0,24,600,2826,PlugInEV,1
0,24,600,2828,OnlineEV,1
0,24,600,2830,PlugInEV,1
0,24,600,2832,OnlineEV,1
0,24,600,2834,PlugInEV,1
0,24,600,2836,OnlineEV,1
0,24,600,2838,PlugInEV,1
0,24,600,2840,OnlineEV,1
0,24,600,2842,PlugInEV,1
0,24,600,2844,OnlineEV,1
0,24,600,2846,PlugInEV,1
0,24,600,2848,OnlineEV,1
0,24,600,2850,PlugInEV,1
0,24,600,2852,OnlineEV,1
0,24,600,2854,PlugInEV,1
0,24,600,2856,OnlineEV,1
0,24,600,2858,PlugInEV,1
0,24,600,2860,OnlineEV,1
0,24,600,2862,PlugInEV,1
0,24,600,2864,OnlineEV,1
0,24,600,2866,PlugInEV,1
0,24,600,2868,OnlineEV,1
0,24,600,2870,PlugInEV,1
0,24,600,2872,OnlineEV,1
0,24,600,2874,PlugInEV,1
0,24,600,2876,OnlineEV,1
0,24,600,2878,PlugInEV,1
0,24,600,2880,OnlineEV,1
0,24,600,2882,PlugInEV,1
0,24,600,2884,OnlineEV,1
0,24,600,2886,PlugInEV,1
0,24,600,2888,OnlineEV,1
0,24,600,2890,PlugInEV,1
0,24,600,2892,OnlineEV,1
0,24,600,2894,PlugInEV,1
0,24,600,2896,OnlineEV,1
0,24,600,2898,PlugInEV,1
0,24,600,2900,OnlineEV,1
0,24,600,2902,PlugInEV,1
0,24,600,2904,OnlineEV,1
0,24,600,2906,PlugInEV,1
0,24,600,2908,OnlineEV,1
0,24,600,2910,PlugInEV,1
0,24,600,2912,OnlineEV,1
0,24,600,2914,PlugInEV,1
0,24,600,2916,OnlineEV,1
0,24,600,2918,PlugInEV,1
0,24,600,2920,OnlineEV,1
0,24,600,2922,PlugInEV,1
0,24,600,2924,OnlineEV,1
0,24,600,2926,PlugInEV,1
0,24,600,2928,OnlineEV,1
0,24,600,2930,PlugInEV,1
0,24,600,2932,OnlineEV,1
0,24,600,2934,PlugInEV,1
0,24,600,2936,OnlineEV,1
0,24,600,2938,PlugInEV,1
0,24,600,2940,OnlineEV,1
0,24,600,2942,PlugInEV,1
0,24,600,2944,OnlineEV,1
0,24,600,2946,PlugInEV,1
0,24,600,2948,OnlineEV,1
0,24,600,2950,PlugInEV,1
0,24,600,2952,OnlineEV,1
0,24,600,2954,PlugInEV,1
0,24,600,2956,OnlineEV,1
0,24,600,2958,PlugInEV,1
0,24,600,2960,OnlineEV,1
0,24,600,2962,PlugInEV,1
0,24,600,2964,OnlineEV,1
0,24,600,2966,PlugInEV,1
0,24,600,2968,OnlineEV,1
0,24,600,2970,PlugInEV,1
0,24,600,2972,OnlineEV,1
0,24,600,2974,PlugInEV,1
0,24,600,2976,OnlineEV,1
0,24,600,2978,PlugInEV,1
0,24,600,2980,OnlineEV,1
0,24,600,2982,PlugInEV,1
0,24,600,2984,OnlineEV,1
0,24,600,2986,PlugInEV,1
0,24,600,2988,OnlineEV,1
0,24,600,2990,PlugInEV,1
0,24,600,2992,OnlineEV,1
0,24,600,2994,PlugInEV,1
0,24,600,2996,OnlineEV,1
0,24,600,2998,PlugInEV,1
0,24,600,3000,OnlineEV,1
0,24,600,3002,PlugInEV,1
0,24,600,3004,OnlineEV,1
0,24,600,3006,PlugInEV,1
0,24,600,3008,OnlineEV,1
0,24,600,3010,PlugInEV,1
0,24,600,3012,OnlineEV,1
0,24,600,3014,PlugInEV,1
0,24,600,3016,OnlineEV,1
0,24,600,3018,PlugInEV,1
0,24,600,3020,OnlineEV,1
0,24,600,3022,PlugInEV,1
0,24,600,3024,OnlineEV,1
0,24,600,3026,PlugInEV,1
0,24,600,3028,OnlineEV,1
0,24,600,3030,PlugInEV,1
0,24,600,3032,OnlineEV,1
0,24,600,3034,PlugInEV,1
0,24,600,3036,OnlineEV,1
0,24,600,3038,PlugInEV,1
0,24,600,3040,OnlineEV,1
0,24,600,3042,PlugInEV,1
0,24,600,3044,OnlineEV,1
0,24,600,3046,PlugInEV,1
0,24,600,3048,OnlineEV,1
0,24,600,3050,PlugInEV,1
0,24,600,3052,OnlineEV,1
0,24,600,3054,PlugInEV,1
0,24,600,3056,OnlineEV,1
0,24,600,3058,PlugInEV,1
0,24,600,3060,OnlineEV,1
0,24,600,3062,PlugInEV,1
0,24,600,3064,OnlineEV,1
0,24,600,3066,PlugInEV,1
0,24,600,3068,OnlineEV,1
0,24,600,3070,PlugInEV,1
0,24,600,3072,OnlineEV,1
0,24,600,3074,PlugInEV,1
0,24,600,3076,OnlineEV,1
0,24,600,3078,PlugInEV,1
0,24,600,3080,OnlineEV,1
0,24,600,3082,PlugInEV,1
0,24,600,3084,OnlineEV,1
0,24,600,3086,PlugInEV,1
0,24,600,3088,OnlineEV,1
0,24,600,3090,PlugInEV,1
0,24,600,3092,OnlineEV,1
0,24,600,3094,PlugInEV,1
0,24,600,3096,OnlineEV,1
0,24,600,3098,PlugInEV,1
0,24,600,3100,OnlineEV,1
0,24,600,3102,PlugInEV,1
0,24,600,3104,OnlineEV,1
0,24,600,3106,PlugInEV,1
0,24,600,3108,OnlineEV,1
0,24,600,3110,PlugInEV,1
0,24,600,3112,OnlineEV,1
0,24,600,3114,PlugInEV,1
0,24,600,3116,OnlineEV,1
0,24,600,3118,PlugInEV,1
0,24,600,3120,OnlineEV,1
0,24,600,3122,PlugInEV,1
0,24,600,3124,OnlineEV,1
0,24,600,3126,PlugInEV,1
0,24,600,3128,OnlineEV,1
0,24,600,3130,PlugInEV,1
0,24,600,3132,OnlineEV,1
0,24,600,3134,PlugInEV,1
0,24,600,3136,OnlineEV,1
0,24,600,3138,PlugInEV,1
0,24,600,3140,OnlineEV,1
0,24,600,3142,PlugInEV,1
0,24,600,3144,OnlineEV,1
0,24,600,3146,PlugInEV,1
0,24,600,3148,OnlineEV,1
0,24,600,3150,PlugInEV,1
