base_currency,quote_currency,bid,ask,midpoint
ZAR,MYR,0.279586,0.28021,0.279898
ZAR,NOK,0.557565,0.558416,0.55799
ZAR,NZD,0.104715,0.104844,0.10478
ZAR,PLN,0.2524,0.252801,0.2526
ZAR,RUB,4.49325,4.5006,4.49692
ZAR,SEK,0.612245,0.613036,0.61264
ZAR,SGD,0.0932125,0.0933189,0.0932657
ZAR,THB,2.20768,2.21985,2.21376
ZAR,TRY,0.414464,0.415711,0.415088
ZAR,TWD,2.08404,2.08981,2.08692
ZAR,USD,0.0674163,0.067483,0.0674496
ZAR,ZAR,1,1,1
